Baths,Beds,HOA,SQFT,cashflow,citystatezip,insurance,mortgage_pmt,price,price_estimate,rent,search_date,street,tax,total_pmt,year_built,zipcode
2,2,285,1502,-897.9200000000001,"Washington, DC 20009",62.583333333333336,3225.42,809900.0,,3350.0,28,3004 13th St NW #2 ,674.9166666666666,4247.92,1910,20009
4,5,,3694,-1501.3233333333337,"Bethesda, MD 20817",153.91666666666666,4380.74,1100000.0,,3950.0,28,9504 Seddon Ct ,916.6666666666666,5451.323333333334,1964,20817
2,2,257,1006,-408.80999999999995,"Washington, DC 20010",41.916666666666664,2489.06,625000.0,,2900.0,28,1309 Park Rd NW #301 ,520.8333333333334,3308.81,1900,20010
"4,5",5,,4309,-4733.283333333333,"Bethesda, MD 20817",160,5356.45,1345000.0,,1904.0,28,9707 Montauk Ave ,1120.8333333333333,6637.283333333333,2018,20817
1,1,253,550,-108.48666666666668,"Washington, DC 20010",22.916666666666668,1350.07,339000.0,,1800.0,28,3314 Mount Pleasant St NW #25 ,282.5,1908.4866666666667,1922,20010
2,2,560,1175,-398.1783333333333,"Bethesda, MD 20817",48.958333333333336,1314.22,330000.0,,1800.0,28,7401 Westlake Ter #1511 ,275.0,2198.1783333333333,1983,20817
"2,5",3,,2266,-996.5999999999999,"Washington, DC 20010",94.41666666666667,3185.6,799900.0,,2950.0,28,3720 13th St NW ,666.5833333333334,3946.6,1920,20010
"4,5",5,,4750,-1642.953333333333,"Bethesda, MD 20817",160,5774.62,1450000.0,,5500.0,28,7730 Greentree Rd ,1208.3333333333333,7142.953333333333,2001,20817
1,1,217,556,113.76666666666642,"Washington, DC 20010",23.166666666666668,1274.4,320000.0,,1895.0,28,3517 13th St NW #1 ,266.6666666666667,1781.2333333333336,1925,20010
"2,5",4,200,2650,,"Bethesda, MD 20817",110.41666666666667,4097.99,1029000.0,,,28,6602 Eames Way Unit DANIEL MODEL ,857.5,5265.906666666667,2017,20817
"4,5",5,,2818,-4157.596666666667,"Washington, DC 20010",117.41666666666667,5077.68,1275000.0,,2100.0,28,1629 Newton St NW ,1062.5,6257.596666666667,1907,20010
8,8,792,13765,2001.5133333333342,"Bethesda, MD 20817",160,9936.32,2495000.0,,14969.0,28,9053 Holly Leaf Ln ,2079.1666666666665,12967.486666666666,1991,20817
2,3,,1428,-529.4433333333336,"Kensington, MD 20895",59.5,2704.11,679000.0,,2800.0,28,10231 Parkwood Ct ,565.8333333333334,3329.4433333333336,1951,20895
"3,5",3,,1020,-2835.0933333333332,"Washington, DC 20010",42.5,4376.76,1099000.0,,2500.0,28,3742 9th St NW ,915.8333333333334,5335.093333333333,1925,20010
"3,5",5,,1985,-876.3016666666672,"Bethesda, MD 20817",82.70833333333333,3922.76,985000.0,,3950.0,28,7714 Radnor Rd ,820.8333333333334,4826.301666666667,1950,20817
2,3,,2234,-1240.9266666666672,"Kensington, MD 20895",93.08333333333333,3182.01,799000.0,,2700.0,28,3606 Dupont Ave ,665.8333333333334,3940.926666666667,1956,20895
1,2,511,900,-170.01999999999998,"Washington, DC 20010",37.5,1589.02,399000.0,,2300.0,28,1457 Park Rd NW #403 ,332.5,2470.02,1928,20010
"3,5",3,,5407,-1293.9766666666674,"Bethesda, MD 20817",160,5276.81,1325000.0,,5247.0,28,7017 Nevis Rd ,1104.1666666666667,6540.976666666667,1968,20817
"2,5",3,,1190,83.29666666666708,"Kensington, MD 20895",49.583333333333336,1792.12,450000.0,,2300.0,28,11222 East Ave ,375.0,2216.703333333333,1938,20895
"3,5",2,660,2395,-3115.1983333333337,"Washington, DC 20010",99.79166666666667,4380.74,1100000.0,,2942.0,28,3511 17th St NW #7 ,916.6666666666666,6057.198333333334,1982,20010
"3,5",5,,3575,,"Bethesda, MD 20817",148.95833333333334,1799.69,451900.0,,,28,The Beech Tree ,376.5833333333333,2325.2316666666666,,20817
3,4,,1480,-537.1399999999999,"Kensington, MD 20895",61.666666666666664,2584.64,649000.0,,2650.0,28,3325 Edgewood Rd ,540.8333333333334,3187.14,1988,20895
3,3,,1920,-1359.2966666666666,"Washington, DC 20010",80.0,3042.63,764000.0,,2400.0,28,752 Park Rd NW ,636.6666666666666,3759.2966666666666,1907,20010
"2,5",4,,1380,-154.22666666666646,"Kensington, MD 20895",57.5,2146.56,539000.0,,2499.0,28,11119 Midvale Rd ,449.1666666666667,2653.2266666666665,1936,20895
1,1,309,597,-66.02166666666676,"Washington, DC 20010",24.875,1142.98,287000.0,,1650.0,28,1457 Park Rd NW #208 ,239.16666666666666,1716.0216666666668,1928,20010
1,2,,1312,412.11666666666656,"Kensington, MD 20895",54.666666666666664,1433.3,359900.0,,2200.0,28,3104 Jennings Rd ,299.9166666666667,1787.8833333333334,1947,20895
"3,5",4,,2134,-2161.633333333333,"Washington, DC 20010",88.91666666666667,3822.8,959900.0,,2550.0,28,445 Kenyon St NW ,799.9166666666666,4711.633333333333,1914,20010
"2,5",3,,1122,-246.15999999999985,"Kensington, MD 20895",46.75,2066.91,519000.0,,2300.0,28,11331 Mitscher St ,432.5,2546.16,1956,20895
1,2,385,743,,"Kensington, MD 20895",30.958333333333332,677.02,170000.0,,,28,3411 University Blvd #303 ,141.66666666666666,1234.645,1962,20895
"2,5",3,,1549,-2889.5316666666668,"Kensington, MD 20895",64.54166666666667,4778.99,1200000.0,,2954.0,28,10311 Detrick Ave ,1000.0,5843.531666666667,1951,20895
,0,43,180,,"Chevy Chase, MD 20815",7.5,131.42,33000.0,,,28,5500 Friendship Blvd Unit P624 ,27.5,209.42,1970,20815
2,2,513,1074,-892.5533333333333,"Arlington, VA 22201",44.75,2588.22,649900.0,,2795.0,28,1800 Wilson Blvd #204 ,541.5833333333334,3687.5533333333333,2007,22201
"2,5",4,225,2775,-1372.4350000000004,"Arlington, VA 22209",115.625,4480.31,1125000.0,,4386.0,28,1662 Quinn St N ,937.5,5758.435,2002,22209
2,1,1103,1645,-1854.4016666666666,"Arlington, VA 22209",68.54166666666667,4695.36,1179000.0,,4995.0,28,1881 Nash St #1204 ,982.5,6849.401666666667,2009,22209
,,,,-442.5133333333333,"Washington, DC 20032",80,1891.68,475000.0,,1925.0,28,409 Newcomb SE ,395.8333333333333,2367.5133333333333,1942,20032
"2,5",3,,1224,1182.15,"Washington, DC 20032",51.0,716.85,180000.0,,2100.0,28,750 Upsal St SE ,150.0,917.85,1947,20032
"1,5",3,,1260,549.5966666666668,"Washington, DC 20032",52.5,1234.57,310000.0,,2095.0,28,408 Orange St SE ,258.3333333333333,1545.4033333333332,1946,20032
"2,5",2,130,1706,-692.56,"Alexandria, VA 22314",71.08333333333333,2887.31,725000.0,,3000.0,28,1217 Madison St ,604.1666666666666,3692.56,1987,22314
"3,5",3,93,1850,-63.26666666666688,"Alexandria, VA 22314",77.08333333333333,2309.85,580000.0,,2900.0,28,1218 Quaker Hill Dr ,483.3333333333333,2963.266666666667,1991,22314
1,2,,1088,-314.42999999999984,"Alexandria, VA 22314",45.333333333333336,2289.93,575000.0,,2500.0,28,721 Alfred St S ,479.1666666666667,2814.43,1940,22314
"2,5",3,185,1816,-707.2833333333328,"Alexandria, VA 22314",75.66666666666667,3424.95,860000.0,,3695.0,28,401 Fayette St S ,716.6666666666666,4402.283333333333,1998,22314
"2,5",3,185,1816,-658.6366666666663,"Alexandria, VA 22314",75.66666666666667,3384.72,849900.0,,3695.0,28,404 Payne St S ,708.25,4353.636666666666,1998,22314
1,1,406,733,-366.0750000000003,"Alexandria, VA 22314",30.541666666666668,1512.95,379900.0,,1900.0,28,2050 Jamieson Ave #1214 ,316.5833333333333,2266.0750000000003,2008,22314
2,3,624,1282,-334.103333333333,"Alexandria, VA 22314",53.416666666666664,1531.27,384500.0,,2195.0,28,100 Roberts Ln #200 ,320.4166666666667,2529.103333333333,1974,22314
3,3,180,2898,-844.3433333333332,"Alexandria, VA 22314",120.75,3922.76,985000.0,,4200.0,28,1857 Potomac Greens Dr ,820.8333333333334,5044.343333333333,2010,22314
"2,5",2,242,1686,,"Alexandria, VA 22312",70.25,1748.32,439000.0,,,28,5705 Callcott Way Unit E ,365.8333333333333,2426.403333333333,2007,22312
2,2,535,1118,-453.80999999999995,"Alexandria, VA 22314",46.583333333333336,1465.56,368000.0,,1900.0,28,128 Roberts Ln #201 ,306.6666666666667,2353.81,1974,22314
"3,5",4,,2052,162.59666666666635,"Alexandria, VA 22312",85.5,2110.32,529900.0,,2800.0,28,5454 Summer Leaf Ln ,441.5833333333333,2637.4033333333336,1999,22312
2,2,1037,1236,-850.8066666666668,"Alexandria, VA 22314",51.5,1788.14,449000.0,,2400.0,28,1250 Washington St S #616 ,374.1666666666667,3250.806666666667,1983,22314
"3,5",4,126,1918,-154.13666666666631,"Alexandria, VA 22312",79.91666666666667,2189.97,549900.0,,2700.0,28,6387 Hawk View Ln ,458.25,2854.1366666666663,2000,22312
"4,5",5,,6400,-3021.9866666666658,"Alexandria, VA 22314",160,12325.82,3095000.0,,12043.0,28,800 Lee St S ,2579.1666666666665,15064.986666666666,1953,22314
"1,5",3,431,1068,40.940000000000055,"Alexandria, VA 22312",44.5,896.06,225000.0,,1600.0,28,440 Armistead St Unit T2 ,187.5,1559.06,1965,22312
"2,5",2,,1494,-956.7024999999994,"Alexandria, VA 22314",62.25,3385.12,849999.0,,3199.0,28,510 Oronoco St ,708.3325,4155.702499999999,1870,22314
4,5,165,3110,-314.4766666666669,"Alexandria, VA 22304",129.58333333333334,2489.06,625000.0,,2990.0,28,6320 Manchester Way ,520.8333333333334,3304.476666666667,1982,22304
"3,5",3,531,2031,-885.001666666667,"Alexandria, VA 22314",84.625,3365.21,845000.0,,3800.0,28,682 Columbus St S ,704.1666666666666,4685.001666666667,1979,22314
2,3,,2268,,"Alexandria, VA 22312",94.5,3166.08,795000.0,,,28,4416 Brookside Dr ,662.5,3923.08,1952,22312
"3,5",3,147,2649,,"Alexandria, VA 22314",110.375,4336.94,1089000.0,,,28,1025 Pendleton St ,907.5,5501.815,2017,22314
3,4,63,2296,-247.19999999999982,"Herndon, VA 20171",95.66666666666667,2388.7,599800.0,,2800.0,28,3036 Emerald Chase Dr ,499.8333333333333,3047.2,1986,20171
2,3,508,1322,-193.95333333333315,"Alexandria, VA 22312",55.083333333333336,1224.62,307500.0,,1850.0,28,6480 Cheyenne Dr #303 ,256.25,2043.9533333333331,1999,22312
1,1,477,840,-426.1533333333332,"Alexandria, VA 22314",35.0,1748.32,439000.0,,2200.0,28,1111 Oronoco St #132 ,365.8333333333333,2626.153333333333,2008,22314
"3,5",5,35,2847,-332.7816666666663,"Oak Hill, VA 20171",118.625,2504.99,629000.0,,2850.0,28,13142 Ladybank Ln ,524.1666666666666,3182.7816666666663,1988,20171
2,3,,1408,-25.73833333333323,"Alexandria, VA 22312",58.666666666666664,1792.08,449990.0,,2200.0,28,4105 Braddock Rd ,374.99166666666673,2225.7383333333332,1955,22312
3,2,174,2901,,"Alexandria, VA 22314",120.875,3581.78,899380.0,,,28,2821 Eisenhower Sq ,749.4833333333335,4626.138333333333,2018,22314
2,4,,1518,49.23666666666668,"Herndon, VA 20171",63.25,1891.68,475000.0,,2400.0,28,13505 Floris St ,395.8333333333333,2350.7633333333333,1962,20171
1,2,437,868,184.05999999999995,"Alexandria, VA 22312",36.166666666666664,696.94,175000.0,,1500.0,28,5927 Quantrell Ave #202 ,145.83333333333334,1315.94,1965,22312
"2,5",5,,3872,-3001.6766666666663,"Alexandria, VA 22314",160,7164.51,1799000.0,,5822.0,28,803 Prince St ,1499.1666666666667,8823.676666666666,1810,22314
"2,5",3,155,1642,-44.9366666666665,"Herndon, VA 20171",68.41666666666667,1589.02,399000.0,,2100.0,28,2410 Curie Ct #41 ,332.5,2144.9366666666665,2006,20171
2,3,293,1320,105.88666666666677,"Alexandria, VA 22312",55.0,1154.53,289900.0,,1850.0,28,5602 Bloomfield Dr #203 ,241.58333333333334,1744.1133333333332,1964,22312
"2,5",3,,2788,-596.0133333333333,"Alexandria, VA 22314",116.16666666666667,3484.68,875000.0,,3734.0,28,812 Clovercrest Dr ,729.1666666666666,4330.013333333333,1960,22314
"3,5",5,68,3280,-920.2199999999998,"Herndon, VA 20171",136.66666666666666,2907.22,730000.0,,2800.0,28,13123 Bradley Farm Dr ,608.3333333333334,3720.22,1988,20171
"3,5",4,,2971,-806.7716666666665,"Herndon, VA 20171",123.79166666666667,2962.98,744000.0,,2900.0,28,13506 Copper Bed Rd ,620.0,3706.7716666666665,1986,20171
"3,5",4,27,4260,-324.65333333333365,"Herndon, VA 20171",160,2429.32,610000.0,,2800.0,28,13502 Gordon Ct ,508.3333333333333,3124.6533333333336,1979,20171
3,3,77,1986,-224.55000000000018,"Herndon, VA 20171",82.75,1831.55,459900.0,,2150.0,28,2432 Mountain Mill Pl ,383.25,2374.55,1997,20171
"3,5",3,,2845,,"Oak Hill, VA 20171",118.54166666666667,2956.86,742465.0,,,28,3085 Alan Shepard St ,618.7208333333334,3694.1225,2018,20171
2,2,366,1031,-103.22499999999991,"Herndon, VA 20171",42.958333333333336,1194.35,299900.0,,1750.0,28,12925 Centre Park Cir #205 ,249.91666666666666,1853.225,2005,20171
1,2,286,1049,,"Oakton, VA 22124",43.708333333333336,1234.57,310000.0,,,28,10166 Oakton Terrace Rd #10166 ,258.3333333333333,1822.6116666666665,1983,22124
"2,5",4,,3205,-763.6116666666667,"Herndon, VA 20171",133.54166666666666,2906.82,729900.0,,2885.0,28,13338 Scotsmore Way ,608.25,3648.6116666666667,1989,20171
"3,5",4,115,1702,-380.9366666666665,"Oakton, VA 22124",70.91666666666667,2270.02,570000.0,,2550.0,28,10127 Oakwood Chase Ct ,475.0,2930.9366666666665,1983,22124
"3,5",3,115,1713,74.26500000000033,"Oakton, VA 22124",71.375,1851.86,465000.0,,2500.0,28,10123 Oakwood Chase Ct ,387.5,2425.7349999999997,1983,22124
7,5,,6119,-1589.9066666666658,"Oakton, VA 22124",160,6770.24,1700000.0,,6757.0,28,2466 Oakton Hills Dr ,1416.6666666666667,8346.906666666666,1994,22124
"3,5",4,,3611,-4015.1816666666664,"Oakton, VA 22124",150.45833333333334,5325.39,1337200.0,,2575.0,28,2940 Palmer St ,1114.3333333333333,6590.181666666666,2019,22124
"3,5",3,80,2000,-58.22333333333336,"Reston, VA 20191",83.33333333333333,1732.39,435000.0,,2200.0,28,2271 Wheelwright Ct ,362.5,2258.2233333333334,1974,20191
"2,5",2,58,1584,150.79666666666685,"Reston, VA 20191",66.0,1509.37,379000.0,,2100.0,28,2082 Whisperwood Glen Ln ,315.8333333333333,1949.2033333333331,1983,20191
"3,5",3,132,3584,-824.5983333333334,"Reston, VA 20191",149.33333333333334,2847.44,714990.0,,2900.0,28,2450 Nordic Fox Way ,595.825,3724.5983333333334,1997,20191
"2,5",3,43,1232,-41.059999999999945,"Reston, VA 20191",51.333333333333336,1692.56,425000.0,,2100.0,28,2278 Gunsmith Sq ,354.1666666666667,2141.06,1978,20191
"2,5",3,105,1771,-53.21833333333325,"Reston, VA 20191",73.79166666666667,1632.77,409988.0,,2100.0,28,2230 Gunsmith Sq ,341.6566666666667,2153.2183333333332,1976,20191
4,4,,4205,-825.2966666666666,"Reston, VA 20191",160,3042.63,764000.0,,3014.0,28,2627 Black Fir Ct ,636.6666666666666,3839.2966666666666,1977,20191
3,5,,2176,-808.4899999999998,"Reston, VA 20191",90.66666666666667,3074.49,772000.0,,3000.0,28,11798 Grey Birch Pl ,643.3333333333334,3808.49,1976,20191
2,3,,1845,-334.18499999999995,"Oakton, VA 22124",76.875,2544.81,639000.0,,2820.0,28,11064 Stuart Mill Rd ,532.5,3154.185,1957,22124
"2,5",3,57,4108,-1785.9899999999998,"Reston, VA 20191",160,4778.99,1200000.0,,4210.0,28,2003 Cutwater Ct ,1000.0,5995.99,1979,20191
"4,5",4,108,3900,-430.57333333333327,"Chantilly, VA 20152",160,2528.49,634900.0,,2895.0,28,42282 Sand Pine Pl ,529.0833333333334,3325.5733333333333,2010,20152
"2,5",3,88,2283,-31.215000000000146,"Chantilly, VA 20152",95.125,1652.34,414900.0,,2150.0,28,42938 Golf View Dr ,345.75,2181.215,1998,20152
"2,5",3,88,2200,-74.55666666666684,"Chantilly, VA 20152",91.66666666666667,1732.39,435000.0,,2200.0,28,42834 Cedar Hedge St ,362.5,2274.556666666667,2001,20152
"3,5",4,96,3899,-345.0166666666664,"Aldie, VA 20105",160,2389.1,599900.0,,2800.0,28,41970 Cedar Point Pl ,499.9166666666667,3145.0166666666664,2012,20105
5,4,75,5776,-1277.0233333333326,"Chantilly, VA 20152",160,4735.19,1189000.0,,4684.0,28,42739 Cedar Ridge Blvd ,990.8333333333334,5961.023333333333,2004,20152
"6,5",6,75,7461,-818.3866666666672,"Chantilly, VA 20152",160,4727.22,1187000.0,,5133.0,28,27370 Bridle Pl ,989.1666666666666,5951.386666666667,2005,20152
"3,5",4,94,3955,-380.8366666666666,"Chantilly, VA 20152",160,2544.42,638900.0,,2950.0,28,25205 Riding Center Dr ,532.4166666666666,3330.8366666666666,2006,20152
3,3,88,2681,-379.855,"Chantilly, VA 20152",111.70833333333333,2050.98,515000.0,,2300.0,28,25222 Whippoorwill Ter ,429.1666666666667,2679.855,2005,20152
3,3,88,2283,-126.16833333333352,"Chantilly, VA 20152",95.125,1772.21,445000.0,,2200.0,28,25322 Nesting Sq ,370.8333333333333,2326.1683333333335,2004,20152
"3,5",3,230,1627,-57.414999999999964,"Chantilly, VA 20152",67.79166666666667,1413.79,355000.0,,1950.0,28,42910 Conrad Ter ,295.8333333333333,2007.415,2010,20152
"4,5",4,153,4060,-750.6533333333336,"Chantilly, VA 20152",160,2429.32,610000.0,,2500.0,28,25085 Malmsbury Ter ,508.3333333333333,3250.6533333333336,2012,20152
"4,5",5,77,4684,-789.9166666666665,"Chantilly, VA 20152",160,2867.0,719900.0,,2914.0,28,43542 Loudoun Barn Way ,599.9166666666666,3703.9166666666665,2011,20152
"4,5",5,97,4687,,"Aldie, VA 20105",160,3185.8,799950.0,,,28,25833 Haversham Close Ct ,666.625,4109.425,2016,20105
"4,5",5,96,4118,-1156.5133333333333,"Aldie, VA 20105",160,2745.93,689500.0,,2420.0,28,42157 Oak Crest Cir ,574.5833333333334,3576.5133333333333,2015,20105
"4,5",5,122,3631,-1532.0583333333334,"Chantilly, VA 20152",151.29166666666666,3583.85,899900.0,,3075.0,28,42305 Madturkey Run Pl ,749.9166666666666,4607.058333333333,2015,20152
"4,5",4,78,3702,-554.3600000000001,"Chantilly, VA 20152",154.25,3046.61,765000.0,,3362.0,28,25315 Justice Dr ,637.5,3916.36,2006,20152
"4,5",4,,5486,,"Chantilly, VA 20152",160,3902.8,979990.0,,,28,Monticello II ,816.6583333333333,4879.458333333334,,20152
"4,5",4,,4489,,"Chantilly, VA 20152",160,3663.85,919990.0,,,28,Clifton Park II ,766.6583333333333,4590.508333333333,,20152
3,4,,2229,-441.44833333333327,"Silver Spring, MD 20901",92.875,2106.74,529000.0,,2199.0,28,403 Melbourne Ave ,440.8333333333333,2640.4483333333333,1943,20901
4,5,,4140,-2375.823333333333,"Silver Spring, MD 20901",160,3982.49,1000000.0,,2600.0,28,230 Whitmoor Ter ,833.3333333333334,4975.823333333333,1950,20901
3,4,,2889,-879.2683333333334,"Silver Spring, MD 20901",120.375,2943.06,739000.0,,2800.0,28,9215 Sligo Creek Pkwy ,615.8333333333334,3679.2683333333334,1986,20901
3,3,,2024,-99.13333333333321,"Silver Spring, MD 20901",84.33333333333333,1831.55,459900.0,,2200.0,28,10211 Carson Pl ,383.25,2299.133333333333,1950,20901
"4,5",5,,3430,-2230.59,"Silver Spring, MD 20901",142.91666666666666,3380.34,848800.0,,2000.0,28,701 Dennis Ave ,707.3333333333334,4230.59,2018,20901
3,4,,1960,-43.97333333333336,"Silver Spring, MD 20901",81.66666666666667,1788.14,449000.0,,2200.0,28,10016 Brunett Ave ,374.1666666666667,2243.9733333333334,1938,20901
"2,5",3,,1066,98.08999999999969,"Silver Spring, MD 20901",44.416666666666664,1784.16,448000.0,,2300.0,28,416 Eisner St ,373.3333333333333,2201.9100000000003,1959,20901
4,6,,2891,-2092.658333333333,"Silver Spring, MD 20901",120.45833333333333,4277.2,1074000.0,,3200.0,28,9300 Colesville Rd ,895.0,5292.658333333333,1934,20901
3,5,,1939,-116.46833333333325,"Silver Spring, MD 20901",80.79166666666667,1931.51,485000.0,,2300.0,28,609 Perth Pl ,404.1666666666667,2416.4683333333332,1955,20901
1,1,584,809,,"Washington, DC 20008",33.708333333333336,1393.47,349900.0,,,28,3900 Connecticut Ave NW Unit 504-G ,291.5833333333333,2302.7616666666668,1928,20008
3,3,,2672,-1269.9300000000003,"Washington, DC 20008",111.33333333333333,4679.43,1175000.0,,4500.0,28,3102 Rodman St NW ,979.1666666666666,5769.93,1926,20008
"2,5",3,,2020,-716.4299999999998,"Washington, DC 20008",84.16666666666667,3086.43,775000.0,,3100.0,28,5139 Nebraska Ave NW ,645.8333333333334,3816.43,1955,20008
1,1,252,687,285.5450000000001,"Washington, DC 20008",28.625,1971.33,495000.0,,2950.0,28,2107 S St NW Unit L ,412.5,2664.455,1904,20008
"2,5",4,,2315,-1638.8016666666663,"Washington, DC 20008",96.45833333333333,5571.51,1399000.0,,5195.0,28,4627 30th St NW ,1165.8333333333333,6833.801666666666,1970,20008
3,3,,1408,-610.4733333333343,"Washington, DC 20008",58.666666666666664,4177.64,1049000.0,,4500.0,28,3069 Porter St NW ,874.1666666666666,5110.473333333334,1941,20008
"5,5",6,,3481,-509.7716666666656,"Washington, DC 20008",145.04166666666666,10752.73,2700000.0,,12638.0,28,3215 Ellicott St NW ,2250.0,13147.771666666666,1940,20008
"4,5",7,,4124,-1894.8433333333342,"Washington, DC 20008",160,7961.01,1999000.0,,7892.0,28,4700 Linnean Ave NW ,1665.8333333333333,9786.843333333334,1934,20008
2,2,915,1144,-1025.0533333333328,"Washington, DC 20008",47.666666666666664,2110.72,530000.0,,2490.0,28,4740 Connecticut Ave NW #806 ,441.6666666666667,3515.053333333333,1956,20008
1,1,767,810,,"Washington, DC 20024",33.75,1373.96,345000.0,,,28,520 N St SW Unit S-330 ,287.5,2462.21,1966,20024
5,7,,4398,-1262.836666666667,"Mclean, VA 22101",160,4739.17,1190000.0,,4628.0,28,6917 Southridge Dr ,991.6666666666666,5890.836666666667,1961,22101
4,5,,3276,-2429.0933333333332,"Mclean, VA 22101",136.5,4376.76,1099000.0,,3000.0,28,6825 Old Chesterbrook Rd ,915.8333333333334,5429.093333333333,1958,22101
7,6,,7352,-6234.203333333335,"Mclean, VA 22101",160,8958.62,2249500.0,,4759.0,28,6526 Chesterfield Ave ,1874.5833333333333,10993.203333333335,2015,22101
"6,5",6,,7500,-1142.6800000000003,"Mclean, VA 22101",160,7467.18,1875000.0,,8047.0,28,1436 Mayflower Dr ,1562.5,9189.68,2018,22101
"5,5",6,8,4992,-735.9799999999996,"Mclean, VA 22101",160,6487.48,1629000.0,,7277.0,28,1716 Esquire Ln ,1357.5,8012.98,1993,22101
"2,5",2,1178,2410,-4083.4700000000003,"Mclean, VA 22101",100.41666666666667,5296.72,1330000.0,,3600.0,28,1450 Emerson Ave #217 ,1108.3333333333333,7683.47,2005,22101
"3,5",6,12,2534,-1801.7633333333333,"Mclean, VA 22101",105.58333333333333,5531.68,1389000.0,,5005.0,28,6515 Sunny Hill Ct ,1157.5,6806.763333333333,1978,22101
"3,5",4,,2668,-1168.713333333334,"Mclean, VA 22101",111.16666666666667,4918.38,1235000.0,,4890.0,28,1877 Rhode Island Ave ,1029.1666666666667,6058.713333333334,1986,22101
"3,5",3,,2016,-1250.54,"Arlington, VA 22205",84.0,3859.04,969000.0,,3500.0,28,6201 22nd St N ,807.5,4750.54,1947,22205
2,4,,1432,-549.2966666666666,"Mclean, VA 22101",59.666666666666664,2927.13,735000.0,,3050.0,28,1611 Woodmoor Ln ,612.5,3599.2966666666666,1959,22101
"3,5",4,,2842,-1574.6166666666668,"Arlington, VA 22205",118.41666666666667,4698.95,1179900.0,,4226.0,28,1932 Kenilworth St N ,983.25,5800.616666666667,1948,22205
"5,5",6,,6058,-1002.4433333333345,"Mclean, VA 22101",160,8164.11,2050000.0,,9030.0,28,6449 Jefferson Pl ,1708.3333333333333,10032.443333333335,2015,22101
"2,5",4,,2342,-1311.4300000000003,"Arlington, VA 22205",97.58333333333333,3484.68,875000.0,,3000.0,28,5988 9th Rd N ,729.1666666666666,4311.43,1946,22205
"5,5",6,,8325,-8863.63,"Mclean, VA 22101",160,10322.63,2592000.0,,3779.0,28,5906 Calla Dr ,2160.0,12642.63,2018,22101
3,3,,1323,-782.2649999999999,"Arlington, VA 22205",55.125,3164.89,794700.0,,3100.0,28,1113 Ohio St ,662.25,3882.265,1958,22205
3,4,,2392,-970.2349999999997,"Mclean, VA 22101",99.66666666666667,3424.91,859990.0,,3271.0,28,7110 Sea Cliff Rd ,716.6583333333333,4241.235,1959,22101
2,3,,2585,-891.6016666666669,"Arlington, VA 22205",107.70833333333333,2943.06,739000.0,,2775.0,28,5637 Wilson Blvd ,615.8333333333334,3666.601666666667,1939,22205
3,4,,2244,-1181.1399999999994,"Mclean, VA 22101",93.5,3381.14,849000.0,,3001.0,28,1748 Great Falls St ,707.5,4182.139999999999,1961,22101
"4,5",4,,4012,-1116.996666666667,"Arlington, VA 22205",160,4930.33,1238000.0,,5005.0,28,5418 21st St N ,1031.6666666666667,6121.996666666667,1951,22205
2,2,552,1065,-2095.2183333333337,"Washington, DC 20003",44.375,2728.01,685000.0,,1800.0,28,1025 1st St SE #915 ,570.8333333333334,3895.2183333333337,2009,20003
1,1,200,550,100.0433333333333,"Washington, DC 20003",22.916666666666668,1469.54,369000.0,,2100.0,28,626 Independence Ave SE #302 ,307.5,1999.9566666666667,1956,20003
2,3,,1440,-1383.06,"Washington, DC 20003",60.0,3285.56,825000.0,,2650.0,28,519 10th St SE ,687.5,4033.06,1895,20003
"2,5",3,,1392,-1187.4266666666672,"Washington, DC 20003",58.0,3580.26,899000.0,,3200.0,28,1427 D St SE ,749.1666666666666,4387.426666666667,1908,20003
2,3,,1998,-2992.123333333333,"Washington, DC 20003",83.25,5051.79,1268500.0,,3200.0,28,640 North Carolina Ave SE ,1057.0833333333333,6192.123333333333,1900,20003
"3,5",5,,2478,-3063.823333333333,"Washington, DC 20003",103.25,5177.24,1300000.0,,3300.0,28,1340 A St SE ,1083.3333333333333,6363.823333333333,1907,20003
1,1,331,500,-214.56999999999994,"Washington, DC 20003",20.833333333333332,1292.32,324500.0,,1700.0,28,1363 K St SE #303 ,270.4166666666667,1914.57,1946,20003
1,1,314,500,-175.32999999999993,"Washington, DC 20003",20.833333333333332,1232.58,309500.0,,1650.0,28,1363 K St SE #101 ,257.9166666666667,1825.33,1946,20003
"3,5",3,180,2230,,"Washington, DC 20003",92.91666666666667,3484.68,875000.0,,,28,1804 Independence Ave SE Unit B ,729.1666666666666,4486.763333333333,2013,20003
"3,5",4,,2700,-2623.0266666666666,"Washington, DC 20003",112.5,3978.11,998900.0,,2300.0,28,205 16th St SE ,832.4166666666666,4923.026666666667,1923,20003
2,2,344,1008,-856.5999999999999,"Washington, DC 20003",42.0,2787.35,699900.0,,2900.0,28,732 15th St SE #6 ,583.25,3756.6,1926,20003
1,2,279,719,,"Washington, DC 20003",29.958333333333332,1082.04,271700.0,,,28,401 15th St SE #204 ,226.41666666666666,1617.415,2015,20003
1,2,422,763,20.358333333333576,"Washington, DC 20003",31.791666666666668,1592.6,399900.0,,2400.0,28,634 Carolina Ave SE #2 ,333.25,2379.6416666666664,1910,20003
2,3,,1114,39.429999999999836,"Alexandria, VA 22303",46.416666666666664,1748.32,439000.0,,2200.0,28,2705 Fort Dr ,365.8333333333333,2160.57,1948,22303
